Enumeration_Code,Enumeration_Code_SDMX,Enumeration_Code2,Enumeration_Name,isAttribute,EnumerationValue_Code,EnumerationValue_Code_SDMX,EnumerationValue_Code2,EnumerationValue_Name,EnumerationValue_Type
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C72,C72,C72,C72,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C73,C73,C73,C73,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C74,C74,C74,C74,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C75,C75,C75,C75,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C76,C76,C76,C76,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C77,C77,C77,C77,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C78,C78,C78,C78,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C79,C79,C79,C79,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C80,C80,C80,C80,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C81,C81,C81,C81,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C82,C82,C82,C82,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C83,C83,C83,C83,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C84,C84,C84,C84,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C85,C85,C85,C85,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C86,C86,C86,C86,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C87,C87,C87,C87,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C88,C88,C88,C88,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C89,C89,C89,C89,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C90,C90,C90,C90,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C91,C91,C91,C91,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C92,C92,C92,C92,string
59,CUST_BREAKDOWN,CUSTOM_BREAKDOWN,Custom Breakdown,False,C93,C93,C93,C93,string
