Enumeration_Code,Enumeration_Code_SDMX,Enumeration_Code2,Enumeration_Name,isAttribute,EnumerationValue_Code,EnumerationValue_Code_SDMX,EnumerationValue_Code2,EnumerationValue_Name,EnumerationValue_Type
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,PER_POP_1T14Y,PT,PER_POP_1T14Y,% of children aged 1-14 years,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,PER_POP_U5,PT,PER_POP_U5,% of children aged 0-59 months,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,PER_W_15T19Y,PER_W_15T19Y,PER_W_15T19Y,% of women aged 15-49 years,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,PER_POP_36T59M,PT,PER_POP_36T59M,% of children aged 36-59 months,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,HA_TH,HA,HA_TH,Thousands of hectares,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,M_M3_PER_YR,M_M3_PER_YR,M_M3_PER_YR,Million of cubic metres per annum,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,CU_USD_B,USD,CU_USD_B,Billions of current United States dollars,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,NUM_M,NUMBER,NUM_M,Millions,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,USD/m3,USD_PER_M3,USD_M3,United States dollars per cubic metre,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,PER_10000_POP,PER_10000_POP,PER_10000_POP,"Per 10,000 population",string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,KG_OE_PER_GDP_CON_PPP_USD,KG_OE_PER_GDP_CON_PPP_USD,KG_OE_PER_GDP_CON_PPP_USD,"kg oil equivalent per USD1,000 constant PPP GDP",string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,BOOL,BOOL,BOOL,Boolean or binary measure,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,TEU,TEU,TEU,Twenty-foot equivalent units (TEUs),string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,CUR_LCU_M,CUR_LCU,CUR_LCU_M,Local currency (millions),string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,PH,PH,PH,pH,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,SCORE,SCORE,SCORE,Score,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,W_PER_CAPITA,W_PER_CAPITA,W_PER_CAPITA,Watts per capita,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,KG_OE_PER_GDP_USD,KG_OE_PER_GDP_USD,KG_OE_PER_GDP_USD,"kg oil equivalent per USD1,000 GDP",string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,KG_C_KM2_PER_DAY,KG_C_KM2_PER_DAY,KG_C_KM2_PER_DAY,kilograms of carbon from algae biomass per sq. km. of river basin area per day,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,MT_CO2E,TCO2E,MT_CO2E,Million tons of CO2 equivalent,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,CON_PPP_USD,CON_PPP_USD,CON_PPP_USD,Constant PPP USD,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,MO_EARN,MO_EARN,MO_EARN,Number of months of earnings,string
8,UNIT_MEASURE,UNIT_MEASURE,Units,True,KG_KM2_PER_DAY,KG_KM2_PER_DAY,KG_KM2_PER_DAY,kilograms per square kilometer per day,string
