Enumeration_Code,Enumeration_Code_SDMX,Enumeration_Code2,Enumeration_Name,isAttribute,EnumerationValue_Code,EnumerationValue_Code_SDMX,EnumerationValue_Code2,EnumerationValue_Name,EnumerationValue_Type
1,AGE,AGE,Age,False,<6Y,Y0T5,Y0T5,under 6 years old,string
1,AGE,AGE,Age,False,65-74,Y65T74,Y65T74,65 to 74 years old,string
1,AGE,AGE,Age,False,75-84,Y75T84,Y75T84,75 to 84 years old,string
1,AGE,AGE,Age,False,_U,_U,_U,Unknown,string
1,AGE,AGE,Age,False,_X,_X,_X,Not available,string
1,AGE,AGE,Age,False,<16Y,Y0T15,Y0T15,under 16 years old,string
1,AGE,AGE,Age,False,<=45Y,Y0T45,Y0T45,under 46 years old,string
1,AGE,AGE,Age,False,46+,Y_GE46,Y_GE46,46 years old and over,string
1,AGE,AGE,Age,False,M12T23,M12T23,M12T23,12 to 23 months,string
1,AGE,AGE,Age,False,M24T35,M24T35,M24T35,24 to 35 months,string
1,AGE,AGE,Age,False,M48T59,M48T59,M48T59,48 to 59 months,string
1,AGE,AGE,Age,False,<35Y,Y0T34,Y0T34,under 35 years old,string
1,AGE,AGE,Age,False,<45Y,Y0T44,Y0T44,under 45 years old,string
1,AGE,AGE,Age,False,<25Y,Y0T24,Y0T24,under 25 years old,string
1,AGE,AGE,Age,False,3+,Y_GE3,Y_GE3,3 years old and over,string
1,AGE,AGE,Age,False,25-54,Y25T54,Y25T54,25 to 54 years old,string
1,AGE,AGE,Age,False,M24T59,M24T59,M24T59,24 to 59 months old,string
1,AGE,AGE,Age,False,5-12,Y5T12,Y5T12,5 to 12 years old,string
1,AGE,AGE,Age,False,25-74,Y25T74,Y25T74,25 to 74 years old,string
